OBJECTID,Boro,Type,Provider,Lat,Long_,Location_T,City
348,MN,Free,Transit Wireless,40.822008,-73.953676,Subway Station,New York
349,MN,Free,Transit Wireless,40.826551,-73.95036,Subway Station,New York
350,MN,Free,Transit Wireless,40.820421,-73.936245,Subway Station,New York
351,MN,Free,Transit Wireless,40.824783,-73.944216,Subway Station,New York
352,MN,Free,Transit Wireless,40.830135,-73.938209,Subway Station,New York
353,MN,Free,Transit Wireless,40.830518,-73.941514,Subway Station,New York
354,MN,Free,Transit Wireless,40.834041,-73.94489,Subway Station,New York
355,MN,Free,Transit Wireless,40.710688,-74.011029,Subway Station,New York
356,MN,Free,Transit Wireless,40.836013,-73.939892,Subway Station,New York
357,MN,Free,Transit Wireless,40.847391,-73.939704,Subway Station,New York
358,MN,Free,Transit Wireless,40.851695,-73.937969,Subway Station,New York
359,MN,Free,Transit Wireless,40.859022,-73.93418,Subway Station,New York
360,MN,Free,Transit Wireless,40.855225,-73.929412,Subway Station,New York
361,MN,Free,Transit Wireless,40.768141,-73.96387,Subway Station,New York
362,MN,Free,Transit Wireless,40.77362,-73.959874,Subway Station,New York
363,MN,Free,Transit Wireless,40.785672,-73.95107,Subway Station,New York
364,BX,Free,Transit Wireless,40.807566,-73.91924,Subway Station,Bronx
365,MN,Free,Transit Wireless,40.803967,-73.966847,Subway Station,New York
366,MN,Free,Transit Wireless,40.800605,-73.958159,Subway Station,New York
367,MN,Free,Transit Wireless,40.799075,-73.951822,Subway Station,New York
368,BX,Free,Transit Wireless,40.805368,-73.914042,Subway Station,Bronx
369,MN,Free,Transit Wireless,40.718611,-73.988114,Subway Station,New York
370,MN,Free,Transit Wireless,40.718315,-73.987437,Subway Station,New York
371,MN,Free,Transit Wireless,40.865491,-73.927271,Subway Station,New York
372,BX,Free,Transit Wireless,40.808719,-73.907657,Subway Station,Bronx
373,BX,Free,Transit Wireless,40.812118,-73.904098,Subway Station,Bronx
374,MN,Free,Transit Wireless,40.713715,-73.990173,Subway Station,New York
375,QU,Free,Transit Wireless,40.7596,-73.83003,Subway Station,Queens
376,MN,Free,Transit Wireless,40.710374,-74.007582,Subway Station,New York
377,MN,Free,Transit Wireless,40.709416,-74.006571,Subway Station,New York
378,MN,Free,Transit Wireless,40.710368,-74.009509,Subway Station,New York
379,MN,Free,Transit Wireless,40.71417,-73.999153,Subway Station,New York
380,MN,Free,Transit Wireless,40.710197,-74.007691,Subway Station,New York
381,MN,Free,Transit Wireless,40.82388,-73.93647,Subway Station,New York
382,MN,Free,Transit Wireless,40.868072,-73.919899,Subway Station,New York
383,QU,Free,Transit Wireless,40.702566,-73.816859,Subway Station,Queens
384,BX,Free,Transit Wireless,40.816104,-73.896435,Subway Station,Bronx
385,MN,Free,Transit Wireless,40.723402,-73.989938,Subway Station,New York
386,BX,Free,Transit Wireless,40.874811,-73.878855,Subway Station,Bronx
387,BX,Free,Transit Wireless,40.873244,-73.887138,Subway Station,Bronx
388,BX,Free,Transit Wireless,40.866978,-73.893509,Subway Station,Bronx
389,MN,Limited Free,Time Warner Cable,40.824131,-73.942464,Indoor,New York
390,MN,Limited Free,Time Warner Cable,40.824131,-73.942464,Indoor,New York
391,QU,Limited Free,Time Warner Cable,40.718812,-73.88536,Outdoor TWC Aerial,Queens
392,QU,Limited Free,Time Warner Cable,40.720231,-73.877806,Outdoor,Queens
393,QU,Limited Free,Time Warner Cable,40.720598,-73.877337,Outdoor,Queens
394,QU,Limited Free,Time Warner Cable,40.721026,-73.877935,Outdoor,Queens
395,QU,Limited Free,Time Warner Cable,40.71921,-73.885335,Outdoor TWC Aerial,Queens
396,BK,Free,Downtown Brooklyn,40.689319,-73.987162,Outdoor,Brooklyn
397,BK,Free,Downtown Brooklyn,40.694693,-73.983849,Outdoor,Brooklyn
398,BK,Free,Downtown Brooklyn,40.694693,-73.983849,Outdoor,Brooklyn
399,BK,Free,Downtown Brooklyn,40.693721,-73.983328,Outdoor,Brooklyn
400,BK,Free,Downtown Brooklyn,40.693721,-73.983328,Outdoor,Brooklyn
401,BK,Free,Downtown Brooklyn,40.69335,-73.985788,Outdoor,Brooklyn
402,BK,Free,Downtown Brooklyn,40.69335,-73.985788,Outdoor,Brooklyn
403,BK,Free,Downtown Brooklyn,40.69335,-73.985788,Outdoor,Brooklyn
404,BK,Free,Downtown Brooklyn,40.686371,-73.978541,Outdoor,Brooklyn
405,BK,Free,Downtown Brooklyn,40.686371,-73.978541,Outdoor,Brooklyn
406,BK,Free,Downtown Brooklyn,40.692723,-73.983025,Outdoor,Brooklyn
407,BK,Free,Downtown Brooklyn,40.692723,-73.983025,Outdoor,Brooklyn
408,BK,Free,Downtown Brooklyn,40.690406,-73.983931,Outdoor,Brooklyn
409,BK,Free,Downtown Brooklyn,40.690406,-73.983931,Outdoor,Brooklyn
410,BK,Free,Downtown Brooklyn,40.692087,-73.982587,Outdoor,Brooklyn
411,BK,Free,Downtown Brooklyn,40.692087,-73.982587,Outdoor,Brooklyn
412,BK,Free,Downtown Brooklyn,40.69189,-73.982488,Outdoor,Brooklyn
413,BK,Free,Downtown Brooklyn,40.69189,-73.982488,Outdoor,Brooklyn
414,BK,Free,Downtown Brooklyn,40.693625,-73.988519,Outdoor,Brooklyn
415,BK,Free,Downtown Brooklyn,40.693636,-73.988347,Outdoor,Brooklyn
416,BK,Free,Downtown Brooklyn,40.693636,-73.988347,Outdoor,Brooklyn
417,BK,Free,Downtown Brooklyn,40.693636,-73.988347,Outdoor,Brooklyn
418,BK,Free,Downtown Brooklyn,40.693636,-73.988347,Outdoor,Brooklyn
419,BK,Free,Downtown Brooklyn,40.693636,-73.988347,Outdoor,Brooklyn
420,BK,Free,Downtown Brooklyn,40.693636,-73.988347,Outdoor,Brooklyn
421,BK,Free,Downtown Brooklyn,40.693636,-73.988347,Outdoor,Brooklyn
422,BK,Free,Downtown Brooklyn,40.69401,-73.986706,Outdoor,Brooklyn
423,BK,Free,Downtown Brooklyn,40.69401,-73.986706,Outdoor,Brooklyn
424,BK,Free,Downtown Brooklyn,40.69401,-73.986706,Outdoor,Brooklyn
425,BK,Free,Downtown Brooklyn,40.69401,-73.986706,Outdoor,Brooklyn
426,BK,Free,Downtown Brooklyn,40.69401,-73.986706,Outdoor,Brooklyn
427,BK,Free,Downtown Brooklyn,40.689942,-73.982158,Outdoor,Brooklyn
428,BK,Free,Downtown Brooklyn,40.689942,-73.982158,Outdoor,Brooklyn
429,BK,Free,Downtown Brooklyn,40.691738,-73.988131,Outdoor,Brooklyn
430,BK,Free,Downtown Brooklyn,40.691738,-73.988131,Outdoor,Brooklyn
431,BK,Free,Downtown Brooklyn,40.693348,-73.987419,Outdoor,Brooklyn
432,BK,Free,Downtown Brooklyn,40.692417,-73.987117,Outdoor,Brooklyn
433,BK,Free,Downtown Brooklyn,40.692417,-73.987117,Outdoor,Brooklyn
434,BK,Free,Downtown Brooklyn,40.692417,-73.987117,Outdoor,Brooklyn
435,BK,Free,Downtown Brooklyn,40.692178,-73.988304,Outdoor,Brooklyn
436,BK,Free,Downtown Brooklyn,40.692023,-73.988433,Outdoor,Brooklyn
437,BK,Free,Downtown Brooklyn,40.691976,-73.988311,Outdoor,Brooklyn
438,BK,Free,Downtown Brooklyn,40.692174,-73.988669,Outdoor,Brooklyn
439,BK,Free,Downtown Brooklyn,40.692178,-73.988304,Outdoor,Brooklyn
440,BK,Free,Downtown Brooklyn,40.690364,-73.984435,Outdoor,Brooklyn
441,BK,Free,Downtown Brooklyn,40.690364,-73.984435,Outdoor,Brooklyn
442,BK,Free,Downtown Brooklyn,40.689334,-73.981975,Outdoor,Brooklyn
443,BK,Free,Downtown Brooklyn,40.689334,-73.981975,Outdoor,Brooklyn
444,BK,Free,Downtown Brooklyn,40.691224,-73.98662,Outdoor,Brooklyn
445,BK,Free,Downtown Brooklyn,40.691224,-73.98662,Outdoor,Brooklyn
446,BK,Free,Downtown Brooklyn,40.689633,-73.983165,Outdoor,Brooklyn
447,BK,Free,Downtown Brooklyn,40.689633,-73.983165,Outdoor,Brooklyn
448,BK,Free,Downtown Brooklyn,40.689633,-73.983165,Outdoor,Brooklyn
449,BK,Free,Downtown Brooklyn,40.689633,-73.983165,Outdoor,Brooklyn
450,BK,Free,Downtown Brooklyn,40.689633,-73.983165,Outdoor,Brooklyn
451,BK,Free,Downtown Brooklyn,40.692144,-73.986787,Outdoor,Brooklyn
452,BK,Free,Downtown Brooklyn,40.692144,-73.986787,Outdoor,Brooklyn
453,BK,Free,Downtown Brooklyn,40.689334,-73.981975,Outdoor,Brooklyn
454,BK,Free,Downtown Brooklyn,40.689334,-73.981975,Outdoor,Brooklyn
455,BK,Free,Downtown Brooklyn,40.685308,-73.974472,Outdoor,Brooklyn
456,BK,Free,Downtown Brooklyn,40.685308,-73.974472,Outdoor,Brooklyn
457,BK,Free,Downtown Brooklyn,40.688825,-73.982302,Outdoor,Brooklyn
458,BK,Free,Downtown Brooklyn,40.688825,-73.982302,Outdoor,Brooklyn
459,BK,Free,Downtown Brooklyn,40.693069,-73.990089,Outdoor,Brooklyn
460,BK,Free,Downtown Brooklyn,40.693069,-73.990089,Outdoor,Brooklyn
461,BK,Free,Downtown Brooklyn,40.693069,-73.990089,Outdoor,Brooklyn
462,BK,Free,Downtown Brooklyn,40.693069,-73.990089,Outdoor,Brooklyn
463,BK,Free,Downtown Brooklyn,40.696652,-73.986074,Outdoor,Brooklyn
464,BK,Free,Downtown Brooklyn,40.696652,-73.986074,Outdoor,Brooklyn
465,BK,Free,Downtown Brooklyn,40.696652,-73.986074,Outdoor,Brooklyn
466,QU,Limited Free,Time Warner Cable,40.720508,-73.884938,Outdoor TWC Aerial,Queens
467,QU,Limited Free,Time Warner Cable,40.718224,-73.882524,Outdoor TWC Aerial,Queens
468,QU,Limited Free,Time Warner Cable,40.7197,-73.877119,Outdoor TWC Aerial,Queens
469,QU,Limited Free,Time Warner Cable,40.685616,-73.852882,Outdoor TWC Aerial,Queens
470,QU,Limited Free,Time Warner Cable,40.686245,-73.853854,Outdoor TWC Aerial,Queens
471,QU,Limited Free,Time Warner Cable,40.687073,-73.853153,Outdoor TWC Aerial,Queens
472,QU,Limited Free,Time Warner Cable,40.686889,-73.854035,Outdoor TWC Aerial,Queens
473,QU,Limited Free,Time Warner Cable,40.731675,-73.865607,Indoor,Queens
474,QU,Limited Free,Time Warner Cable,40.732253,-73.865623,Outdoor TWC Aerial,Queens
475,QU,Limited Free,Time Warner Cable,40.732686,-73.865119,Outdoor TWC Aerial,Queens
476,QU,Limited Free,Time Warner Cable,40.731675,-73.865607,Indoor,Queens
477,QU,Limited Free,Time Warner Cable,40.731675,-73.865607,Indoor,Queens
478,BK,Limited Free,Time Warner Cable,40.720079,-73.949511,Outdoor,Brooklyn
479,BK,Limited Free,Time Warner Cable,40.720079,-73.949511,Outdoor,Brooklyn
480,MN,Limited Free,Time Warner Cable,40.805013,-73.944909,Indoor,New York
481,MN,Limited Free,Time Warner Cable,40.80501,-73.944885,Indoor,New York
482,MN,Limited Free,Time Warner Cable,40.805013,-73.944909,Indoor,New York
483,MN,Limited Free,Time Warner Cable,40.805013,-73.944909,Indoor,New York
484,MN,Limited Free,Time Warner Cable,40.805013,-73.944909,Indoor,New York
485,MN,Limited Free,Time Warner Cable,40.805013,-73.944909,Indoor,New York
486,MN,Limited Free,Time Warner Cable,40.805013,-73.944909,Indoor,New York
487,MN,Limited Free,Time Warner Cable,40.805013,-73.944909,Indoor,New York
488,MN,Limited Free,Time Warner Cable,40.757418,-73.965084,Indoor,New York
489,MN,Limited Free,Time Warner Cable,40.757418,-73.965084,Indoor,New York
490,MN,Limited Free,Time Warner Cable,40.757418,-73.965084,Indoor,New York
491,BK,Limited Free,Time Warner Cable,40.672583,-74.005544,Outdoor TWC Aerial,Brooklyn
492,BK,Limited Free,Time Warner Cable,40.673349,-74.008235,Outdoor TWC Aerial,Brooklyn
493,BK,Limited Free,Time Warner Cable,40.673031,-74.00485,Outdoor TWC Aerial,Brooklyn
494,BK,Limited Free,Time Warner Cable,40.672969,-74.006915,Outdoor TWC Aerial,Brooklyn
495,BK,Limited Free,Time Warner Cable,40.672214,-74.004145,Outdoor TWC Aerial,Brooklyn
496,BK,Limited Free,Time Warner Cable,40.671167,-74.003688,Outdoor TWC Aerial,Brooklyn
497,BK,Limited Free,Time Warner Cable,40.672356,-74.004046,Indoor,Brooklyn
498,BK,Limited Free,Time Warner Cable,40.672413,-74.004303,Indoor,Brooklyn
499,BK,Limited Free,Time Warner Cable,40.672289,-74.003744,Indoor,Brooklyn
500,BK,Limited Free,Time Warner Cable,40.672515,-74.004648,Indoor,Brooklyn
501,BK,Limited Free,Time Warner Cable,40.672413,-74.004303,Indoor,Brooklyn
502,MN,Limited Free,Time Warner Cable,40.773542,-73.981774,Outdoor,New York
503,QU,Limited Free,Time Warner Cable,40.586556,-73.799894,Outdoor,Queens
504,QU,Limited Free,Time Warner Cable,40.586541,-73.799973,Outdoor,Queens
505,QU,Limited Free,Time Warner Cable,40.584669,-73.811051,Outdoor,Queens
1652,BK,Free,NYCHA,40.693701,-73.982195,Outdoor,New York
506,QU,Limited Free,Time Warner Cable,40.584551,-73.811003,Outdoor,Queens
507,QU,Limited Free,Time Warner Cable,40.584614,-73.810694,Outdoor,Queens
508,QU,Limited Free,Time Warner Cable,40.584727,-73.810683,Outdoor,Queens
509,QU,Limited Free,Time Warner Cable,40.584485,-73.811217,Outdoor,Queens
510,QU,Limited Free,Time Warner Cable,40.58305,-73.817686,Outdoor,Queens
511,QU,Limited Free,Time Warner Cable,40.582914,-73.817877,Outdoor,Queens
512,QU,Limited Free,Time Warner Cable,40.582824,-73.817578,Outdoor,Queens
513,QU,Limited Free,Time Warner Cable,40.582957,-73.817185,Outdoor,Queens
514,QU,Limited Free,Time Warner Cable,40.583099,-73.816689,Outdoor,Queens
515,QU,Limited Free,Time Warner Cable,40.580559,-73.826296,Outdoor,Queens
516,QU,Limited Free,Time Warner Cable,40.580467,-73.826272,Outdoor,Queens
517,QU,Limited Free,Time Warner Cable,40.580555,-73.825958,Outdoor,Queens
518,QU,Limited Free,Time Warner Cable,40.580704,-73.825969,Outdoor,Queens
519,QU,Limited Free,Time Warner Cable,40.580352,-73.826621,Outdoor,Queens
520,QU,Limited Free,Time Warner Cable,40.579986,-73.829855,Outdoor,Queens
521,QU,Limited Free,Time Warner Cable,40.577846,-73.835761,Outdoor,Queens
522,QU,Limited Free,Time Warner Cable,40.577878,-73.835788,Outdoor,Queens
523,QU,Limited Free,Time Warner Cable,40.577898,-73.835601,Outdoor,Queens
524,QU,Limited Free,Time Warner Cable,40.577871,-73.835664,Outdoor TWC Aerial,Queens
525,QU,Limited Free,Time Warner Cable,40.596479,-73.744988,Outdoor TWC Aerial,Queens
526,QU,Limited Free,Time Warner Cable,40.596374,-73.745389,Outdoor TWC Aerial,Queens
527,QU,Limited Free,Time Warner Cable,40.596321,-73.745791,Outdoor TWC Aerial,Queens
528,QU,Limited Free,Time Warner Cable,40.596197,-73.746262,Outdoor TWC Aerial,Queens
529,QU,Limited Free,Time Warner Cable,40.595714,-73.747247,Outdoor TWC Aerial,Queens
530,QU,Limited Free,Time Warner Cable,40.595592,-73.747612,Outdoor,Queens
531,QU,Limited Free,Time Warner Cable,40.687262,-73.769814,Outdoor,Queens
532,QU,Limited Free,Time Warner Cable,40.68716,-73.769815,Outdoor,Queens
533,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
534,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
535,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
536,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
537,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
538,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
539,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
540,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
541,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
542,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
543,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
544,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
545,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
546,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
547,SI,Limited Free,Time Warner Cable,40.625382,-74.11457,Outdoor TWC Aerial,Staten Island
548,SI,Limited Free,Time Warner Cable,40.625756,-74.114738,Outdoor TWC Aerial,Staten Island
549,SI,Limited Free,Time Warner Cable,40.624698,-74.114211,Outdoor TWC Aerial,Staten Island
550,SI,Limited Free,Time Warner Cable,40.644816,-74.100443,Outdoor TWC Aerial,Staten Island
551,SI,Limited Free,Time Warner Cable,40.644885,-74.101038,Outdoor TWC Aerial,Staten Island
552,SI,Limited Free,Time Warner Cable,40.645123,-74.101629,Outdoor TWC Aerial,Staten Island
553,SI,Limited Free,Time Warner Cable,40.645317,-74.102285,Outdoor TWC Aerial,Staten Island
554,SI,Limited Free,Time Warner Cable,40.645439,-74.10288,Outdoor TWC Aerial,Staten Island
555,SI,Limited Free,Time Warner Cable,40.645453,-74.103398,Outdoor TWC Aerial,Staten Island
582,MN,Limited Free,Time Warner Cable,40.729564,-74.005462,Indoor,New York
556,SI,Limited Free,Time Warner Cable,40.641798,-74.101846,Outdoor,Staten Island
557,SI,Limited Free,Time Warner Cable,40.641982,-74.101869,Outdoor,Staten Island
558,SI,Limited Free,Time Warner Cable,40.64382,-74.102404,Outdoor,Staten Island
559,SI,Limited Free,Time Warner Cable,40.641797,-74.102002,Outdoor,Staten Island
560,SI,Limited Free,Time Warner Cable,40.641963,-74.102026,Outdoor,Staten Island
561,SI,Limited Free,Time Warner Cable,40.643782,-74.102245,Outdoor,Staten Island
562,SI,Limited Free,Time Warner Cable,40.642339,-74.102688,Outdoor,Staten Island
563,SI,Limited Free,Time Warner Cable,40.643167,-74.102285,Indoor,Staten Island
564,QU,Limited Free,Time Warner Cable,40.602349,-73.751402,Indoor,Queens
565,QU,Limited Free,Time Warner Cable,40.602349,-73.751402,Indoor,Queens
566,QU,Limited Free,Time Warner Cable,40.602349,-73.751402,Indoor,Queens
567,QU,Limited Free,Time Warner Cable,40.602349,-73.751402,Indoor,Queens
568,SI,Limited Free,Time Warner Cable,40.627089,-74.077292,Outdoor TWC Aerial,Staten Island
569,SI,Limited Free,Time Warner Cable,40.62686,-74.075848,Outdoor TWC Aerial,Staten Island
570,SI,Limited Free,Time Warner Cable,40.626579,-74.076173,Outdoor TWC Aerial,Staten Island
571,MN,Limited Free,Time Warner Cable,40.793669,-73.936816,Indoor,New York
572,MN,Limited Free,Time Warner Cable,40.793669,-73.936816,Indoor,New York
573,MN,Limited Free,Time Warner Cable,40.793669,-73.936816,Indoor,New York
574,MN,Limited Free,Time Warner Cable,40.793669,-73.936816,Indoor,New York
575,MN,Limited Free,Time Warner Cable,40.793669,-73.936816,Indoor,New York
576,MN,Limited Free,Time Warner Cable,40.793669,-73.936816,Indoor,New York
577,MN,Limited Free,Time Warner Cable,40.793305,-73.936759,Outdoor TWC Aerial,New York
578,MN,Limited Free,Time Warner Cable,40.793748,-73.936242,Outdoor TWC Aerial,New York
579,SI,Limited Free,Time Warner Cable,40.637317,-74.076763,Outdoor TWC Aerial,Staten Island
580,MN,Limited Free,Time Warner Cable,40.729564,-74.005462,Outdoor,New York
581,MN,Limited Free,Time Warner Cable,40.729564,-74.005462,Indoor,New York
583,MN,Limited Free,Time Warner Cable,40.729564,-74.005462,Indoor,New York
584,MN,Limited Free,Time Warner Cable,40.729564,-74.005462,Indoor,New York
585,MN,Limited Free,Time Warner Cable,40.732142,-73.998629,Outdoor,New York
586,MN,Limited Free,Time Warner Cable,40.731863,-73.997778,Outdoor,New York
587,MN,Limited Free,Time Warner Cable,40.731351,-73.99684,Outdoor,New York
588,MN,Limited Free,Time Warner Cable,40.730975,-73.996079,Outdoor,New York
589,MN,Limited Free,Time Warner Cable,40.729856,-73.997476,Outdoor,New York
590,MN,Limited Free,Time Warner Cable,40.730255,-73.997991,Outdoor,New York
591,MN,Limited Free,Time Warner Cable,40.730394,-73.998476,Outdoor,New York
592,MN,Limited Free,Time Warner Cable,40.731844,-73.999042,Outdoor,New York
1654,BK,Free,NYCHA,40.693727,-73.982909,Outdoor,New York
593,MN,Limited Free,Time Warner Cable,40.818499,-73.95969,Outdoor,New York
594,MN,Limited Free,Time Warner Cable,40.82059,-73.95969,Outdoor,New York
595,QU,Limited Free,Time Warner Cable,40.747454,-73.910588,Outdoor,Queens
596,QU,Limited Free,Time Warner Cable,40.747518,-73.910576,Outdoor,Queens
597,QU,Limited Free,Time Warner Cable,40.746238,-73.909415,Outdoor,Queens
598,QU,Limited Free,Time Warner Cable,40.745691,-73.907408,Outdoor TWC Aerial,Queens
599,QU,Limited Free,Time Warner Cable,40.746853,-73.90888,Outdoor TWC Aerial,Queens
600,QU,Limited Free,Time Warner Cable,40.74745,-73.909532,Outdoor TWC Aerial,Queens
601,SI,Limited Free,Time Warner Cable,40.519237,-74.188231,Outdoor,Staten Island
602,SI,Limited Free,Time Warner Cable,40.518167,-74.189765,Outdoor,Staten Island
603,SI,Limited Free,Time Warner Cable,40.517283,-74.190996,Outdoor,Staten Island
604,SI,Limited Free,Time Warner Cable,40.517045,-74.190323,Outdoor,Staten Island
605,SI,Limited Free,Time Warner Cable,40.517148,-74.189823,Outdoor,Staten Island
606,QU,Limited Free,Time Warner Cable,40.694095,-73.821334,Outdoor TWC Aerial,Queens
607,QU,Limited Free,Time Warner Cable,40.694165,-73.822368,Outdoor TWC Aerial,Queens
608,QU,Limited Free,Time Warner Cable,40.695077,-73.822817,Outdoor TWC Aerial,Queens
609,QU,Limited Free,Time Warner Cable,40.694624,-73.820593,Outdoor TWC Aerial,Queens
610,QU,Limited Free,Time Warner Cable,40.695132,-73.820841,Outdoor TWC Aerial,Queens
611,MN,Limited Free,Time Warner Cable,40.71025,-73.99798,Outdoor,New York
612,MN,Limited Free,Time Warner Cable,40.71025,-73.99798,Indoor,New York
613,QU,Limited Free,Time Warner Cable,40.70389,-73.785705,Outdoor TWC Aerial,Queens
614,QU,Limited Free,Time Warner Cable,40.702982,-73.785122,Outdoor TWC Aerial,Queens
615,QU,Limited Free,Time Warner Cable,40.702057,-73.784529,Outdoor TWC Aerial,Queens
616,QU,Limited Free,Time Warner Cable,40.702707,-73.783594,Outdoor TWC Aerial,Queens
617,QU,Limited Free,Time Warner Cable,40.703373,-73.783924,Outdoor TWC Aerial,Queens
618,QU,Limited Free,Time Warner Cable,40.704265,-73.784562,Outdoor TWC Aerial,Queens
619,BK,Limited Free,Cablevision,40.598257,-74.00014,Outdoor,Brooklyn
620,BK,Limited Free,Cablevision,40.5977,-74.00027,Outdoor,Brooklyn
621,BK,Limited Free,Cablevision,40.597585,-74.001112,Outdoor,Brooklyn
622,BK,Limited Free,Cablevision,40.597176,-74.000282,Outdoor,Brooklyn
623,BK,Limited Free,Cablevision,40.597154,-73.999685,Outdoor,Brooklyn
624,BK,Limited Free,Cablevision,40.597161,-74.001359,Outdoor,Brooklyn
625,BK,Limited Free,Cablevision,40.59815,-74.001135,Outdoor,Brooklyn
626,BX,Limited Free,Cablevision,40.87301,-73.871349,Outdoor,Bronx
627,BX,Limited Free,Cablevision,40.85398,-73.870472,Outdoor,Bronx
628,BK,Limited Free,Cablevision,40.6571,-73.9027,Outdoor,Brooklyn
629,BK,Limited Free,Cablevision,40.657028,-73.903152,Outdoor,Brooklyn
630,BK,Limited Free,Cablevision,40.657213,-73.901808,Outdoor,Brooklyn
631,BK,Limited Free,Cablevision,40.6567,-73.9028,Indoor,Brooklyn
632,BK,Limited Free,Cablevision,40.6564,-73.9027,Indoor,Brooklyn
633,BK,Limited Free,Cablevision,40.6561,-73.9025,Indoor,Brooklyn
634,BK,Limited Free,Cablevision,40.6562,-73.90257,Indoor,Brooklyn
635,BK,Limited Free,Cablevision,40.6561,-73.90276,Indoor,Brooklyn
636,BK,Limited Free,Cablevision,40.6521,-73.90286,Indoor,Brooklyn
637,BK,Limited Free,Cablevision,40.6559,-73.90285,Indoor,Brooklyn
638,BX,Limited Free,Cablevision,40.842327,-73.909734,Outdoor,Bronx
639,BX,Limited Free,Cablevision,40.841708,-73.909631,Outdoor,Bronx
640,BX,Limited Free,Cablevision,40.84112,-73.90548,Outdoor,Bronx
641,BX,Limited Free,Cablevision,40.8416,-73.9071,Outdoor,Bronx
642,BX,Limited Free,Cablevision,40.84122,-73.90678,Outdoor,Bronx
643,BX,Limited Free,Cablevision,40.8377,-73.90848,Outdoor,Bronx
644,BX,Limited Free,Cablevision,40.83814,-73.90834,Outdoor,Bronx
645,BK,Limited Free,Cablevision,40.573739,-73.981894,Outdoor,Brooklyn
646,BK,Limited Free,Cablevision,40.573218,-73.981827,Outdoor,Brooklyn
647,BK,Limited Free,Cablevision,40.573218,-73.981826,Outdoor,Brooklyn
648,BK,Limited Free,Cablevision,40.574278,-73.981996,Outdoor,Brooklyn
649,BK,Limited Free,Cablevision,40.574582,-73.977901,Outdoor,Brooklyn
650,BK,Limited Free,Cablevision,40.574915,-73.977867,Outdoor,Brooklyn
651,BK,Limited Free,Cablevision,40.574062,-73.977982,Outdoor,Brooklyn
652,BK,Limited Free,Cablevision,40.573491,-73.977863,Outdoor,Brooklyn
653,BK,Limited Free,Cablevision,40.573527,-73.977563,Outdoor,Brooklyn
654,BK,Limited Free,Cablevision,40.573551,-73.977366,Outdoor,Brooklyn
655,BK,Limited Free,Cablevision,40.573551,-73.977366,Outdoor,Brooklyn
656,BK,Limited Free,Cablevision,40.573439,-73.978297,Outdoor,Brooklyn
657,BK,Limited Free,Cablevision,40.573432,-73.97851,Outdoor,Brooklyn
658,BK,Limited Free,Cablevision,40.573381,-73.978872,Outdoor,Brooklyn
659,BK,Limited Free,Cablevision,40.573384,-73.978937,Outdoor,Brooklyn
660,BK,Limited Free,Cablevision,40.573384,-73.978937,Outdoor,Brooklyn
661,BK,Limited Free,Cablevision,40.573428,-73.979853,Outdoor,Brooklyn
662,BK,Limited Free,Cablevision,40.57341,-73.980344,Outdoor,Brooklyn
663,BK,Limited Free,Cablevision,40.573276,-73.979855,Outdoor,Brooklyn
664,BK,Limited Free,Cablevision,40.573266,-73.980012,Outdoor,Brooklyn
665,BK,Limited Free,Cablevision,40.573253,-73.980143,Outdoor,Brooklyn
666,BK,Limited Free,Cablevision,40.573227,-73.980356,Outdoor,Brooklyn
667,BK,Limited Free,Cablevision,40.572784,-73.985629,Outdoor,Brooklyn
1655,BK,Free,NYCHA,40.693859,-73.982476,Outdoor,New York
668,BK,Limited Free,Cablevision,40.572675,-73.985618,Outdoor,Brooklyn
669,BK,Limited Free,Cablevision,40.572675,-73.985618,Outdoor,Brooklyn
670,BK,Limited Free,Cablevision,40.572669,-73.985747,Outdoor,Brooklyn
671,BK,Limited Free,Cablevision,40.572669,-73.985747,Outdoor,Brooklyn
672,BK,Limited Free,Cablevision,40.572664,-73.986039,Outdoor,Brooklyn
673,BX,Limited Free,Cablevision,40.83448,-73.897582,Outdoor,Bronx
674,BX,Limited Free,Cablevision,40.834623,-73.898171,Outdoor,Bronx
675,BX,Limited Free,Cablevision,40.835691,-73.900089,Outdoor,Bronx
676,BX,Limited Free,Cablevision,40.83666,-73.894981,Outdoor,Bronx
677,BX,Limited Free,Cablevision,40.836972,-73.89377,Outdoor,Bronx
678,BX,Limited Free,Cablevision,40.837117,-73.89331,Outdoor,Bronx
