OBJECTID,BORO,TYPE,PROVIDER,LAT,LON,LOCATION_T,CITY
746,BK,Free,Downtown Brooklyn,40.69401,-73.986706,Outdoor,Brooklyn
747,BK,Free,Downtown Brooklyn,40.69401,-73.986706,Outdoor,Brooklyn
748,BK,Free,Downtown Brooklyn,40.69401,-73.986706,Outdoor,Brooklyn
749,BK,Free,Downtown Brooklyn,40.69401,-73.986706,Outdoor,Brooklyn
750,BK,Free,Downtown Brooklyn,40.689942,-73.982158,Outdoor,Brooklyn
751,BK,Free,Downtown Brooklyn,40.689942,-73.982158,Outdoor,Brooklyn
752,BK,Free,Downtown Brooklyn,40.691738,-73.988131,Outdoor,Brooklyn
753,BK,Free,Downtown Brooklyn,40.691738,-73.988131,Outdoor,Brooklyn
754,BK,Free,Downtown Brooklyn,40.693348,-73.987419,Outdoor,Brooklyn
755,BK,Free,Downtown Brooklyn,40.692417,-73.987117,Outdoor,Brooklyn
756,BK,Free,Downtown Brooklyn,40.692417,-73.987117,Outdoor,Brooklyn
757,BK,Free,Downtown Brooklyn,40.692417,-73.987117,Outdoor,Brooklyn
758,BK,Free,Downtown Brooklyn,40.692178,-73.988304,Outdoor,Brooklyn
759,BK,Free,Downtown Brooklyn,40.692023,-73.988433,Outdoor,Brooklyn
760,BK,Free,Downtown Brooklyn,40.691976,-73.988311,Outdoor,Brooklyn
761,BK,Free,Downtown Brooklyn,40.692174,-73.988669,Outdoor,Brooklyn
762,BK,Free,Downtown Brooklyn,40.692178,-73.988304,Outdoor,Brooklyn
763,BK,Free,Downtown Brooklyn,40.690364,-73.984435,Outdoor,Brooklyn
764,BK,Free,Downtown Brooklyn,40.690364,-73.984435,Outdoor,Brooklyn
765,BK,Free,Downtown Brooklyn,40.689334,-73.981975,Outdoor,Brooklyn
766,BK,Free,Downtown Brooklyn,40.689334,-73.981975,Outdoor,Brooklyn
767,BK,Free,Downtown Brooklyn,40.691224,-73.98662,Outdoor,Brooklyn
768,BK,Free,Downtown Brooklyn,40.691224,-73.98662,Outdoor,Brooklyn
769,BK,Free,Downtown Brooklyn,40.689633,-73.983165,Outdoor,Brooklyn
770,BK,Free,Downtown Brooklyn,40.689633,-73.983165,Outdoor,Brooklyn
771,BK,Free,Downtown Brooklyn,40.689633,-73.983165,Outdoor,Brooklyn
772,BK,Free,Downtown Brooklyn,40.689633,-73.983165,Outdoor,Brooklyn
773,BK,Free,Downtown Brooklyn,40.689633,-73.983165,Outdoor,Brooklyn
774,BK,Free,Downtown Brooklyn,40.692144,-73.986787,Outdoor,Brooklyn
775,BK,Free,Downtown Brooklyn,40.692144,-73.986787,Outdoor,Brooklyn
776,BK,Free,Downtown Brooklyn,40.689334,-73.981975,Outdoor,Brooklyn
777,BK,Free,Downtown Brooklyn,40.689334,-73.981975,Outdoor,Brooklyn
778,BK,Free,Downtown Brooklyn,40.685308,-73.974472,Outdoor,Brooklyn
779,BK,Free,Downtown Brooklyn,40.685308,-73.974472,Outdoor,Brooklyn
780,BK,Free,Downtown Brooklyn,40.688825,-73.982302,Outdoor,Brooklyn
781,BK,Free,Downtown Brooklyn,40.688825,-73.982302,Outdoor,Brooklyn
782,BK,Free,Downtown Brooklyn,40.693069,-73.990089,Outdoor,Brooklyn
783,BK,Free,Downtown Brooklyn,40.693069,-73.990089,Outdoor,Brooklyn
784,BK,Free,Downtown Brooklyn,40.693069,-73.990089,Outdoor,Brooklyn
785,BK,Free,Downtown Brooklyn,40.693069,-73.990089,Outdoor,Brooklyn
786,BK,Free,Downtown Brooklyn,40.696652,-73.986074,Outdoor,Brooklyn
787,BK,Free,Downtown Brooklyn,40.696652,-73.986074,Outdoor,Brooklyn
788,BK,Free,Downtown Brooklyn,40.696652,-73.986074,Outdoor,Brooklyn
789,QU,Limited Free,Time Warner Cable,40.720508,-73.884938,Outdoor TWC Aerial,Queens
790,QU,Limited Free,Time Warner Cable,40.718224,-73.882524,Outdoor TWC Aerial,Queens
791,QU,Limited Free,Time Warner Cable,40.7197,-73.877119,Outdoor TWC Aerial,Queens
792,QU,Limited Free,Time Warner Cable,40.685616,-73.852882,Outdoor TWC Aerial,Queens
793,QU,Limited Free,Time Warner Cable,40.686245,-73.853854,Outdoor TWC Aerial,Queens
794,QU,Limited Free,Time Warner Cable,40.687073,-73.853153,Outdoor TWC Aerial,Queens
795,QU,Limited Free,Time Warner Cable,40.686889,-73.854035,Outdoor TWC Aerial,Queens
796,QU,Limited Free,Time Warner Cable,40.731675,-73.865607,Indoor,Queens
797,QU,Limited Free,Time Warner Cable,40.732253,-73.865623,Outdoor TWC Aerial,Queens
798,QU,Limited Free,Time Warner Cable,40.732686,-73.865119,Outdoor TWC Aerial,Queens
799,QU,Limited Free,Time Warner Cable,40.731675,-73.865607,Indoor,Queens
800,QU,Limited Free,Time Warner Cable,40.731675,-73.865607,Indoor,Queens
801,BK,Limited Free,Time Warner Cable,40.720079,-73.949511,Outdoor,Brooklyn
802,BK,Limited Free,Time Warner Cable,40.720079,-73.949511,Outdoor,Brooklyn
803,MN,Limited Free,Time Warner Cable,40.805013,-73.944909,Indoor,New York
804,MN,Limited Free,Time Warner Cable,40.80501,-73.944885,Indoor,New York
805,MN,Limited Free,Time Warner Cable,40.805013,-73.944909,Indoor,New York
806,MN,Limited Free,Time Warner Cable,40.805013,-73.944909,Indoor,New York
807,MN,Limited Free,Time Warner Cable,40.805013,-73.944909,Indoor,New York
808,MN,Limited Free,Time Warner Cable,40.805013,-73.944909,Indoor,New York
809,MN,Limited Free,Time Warner Cable,40.805013,-73.944909,Indoor,New York
810,MN,Limited Free,Time Warner Cable,40.805013,-73.944909,Indoor,New York
811,MN,Limited Free,Time Warner Cable,40.757418,-73.965084,Indoor,New York
812,MN,Limited Free,Time Warner Cable,40.757418,-73.965084,Indoor,New York
813,MN,Limited Free,Time Warner Cable,40.757418,-73.965084,Indoor,New York
814,BK,Limited Free,Time Warner Cable,40.672583,-74.005544,Outdoor TWC Aerial,Brooklyn
815,BK,Limited Free,Time Warner Cable,40.673349,-74.008235,Outdoor TWC Aerial,Brooklyn
816,BK,Limited Free,Time Warner Cable,40.673031,-74.00485,Outdoor TWC Aerial,Brooklyn
817,BK,Limited Free,Time Warner Cable,40.672969,-74.006915,Outdoor TWC Aerial,Brooklyn
818,BK,Limited Free,Time Warner Cable,40.672214,-74.004145,Outdoor TWC Aerial,Brooklyn
819,BK,Limited Free,Time Warner Cable,40.671167,-74.003688,Outdoor TWC Aerial,Brooklyn
820,BK,Limited Free,Time Warner Cable,40.672356,-74.004046,Indoor,Brooklyn
821,BK,Limited Free,Time Warner Cable,40.672413,-74.004303,Indoor,Brooklyn
822,BK,Limited Free,Time Warner Cable,40.672289,-74.003744,Indoor,Brooklyn
823,BK,Limited Free,Time Warner Cable,40.672515,-74.004648,Indoor,Brooklyn
824,BK,Limited Free,Time Warner Cable,40.672413,-74.004303,Indoor,Brooklyn
825,MN,Limited Free,Time Warner Cable,40.773542,-73.981774,Outdoor,New York
826,QU,Limited Free,Time Warner Cable,40.586556,-73.799894,Outdoor,Queens
827,QU,Limited Free,Time Warner Cable,40.586541,-73.799973,Outdoor,Queens
828,QU,Limited Free,Time Warner Cable,40.584669,-73.811051,Outdoor,Queens
829,QU,Limited Free,Time Warner Cable,40.584551,-73.811003,Outdoor,Queens
830,QU,Limited Free,Time Warner Cable,40.584614,-73.810694,Outdoor,Queens
831,QU,Limited Free,Time Warner Cable,40.584727,-73.810683,Outdoor,Queens
832,QU,Limited Free,Time Warner Cable,40.584485,-73.811217,Outdoor,Queens
833,QU,Limited Free,Time Warner Cable,40.58305,-73.817686,Outdoor,Queens
834,QU,Limited Free,Time Warner Cable,40.582914,-73.817877,Outdoor,Queens
835,QU,Limited Free,Time Warner Cable,40.582824,-73.817578,Outdoor,Queens
836,QU,Limited Free,Time Warner Cable,40.582957,-73.817185,Outdoor,Queens
837,QU,Limited Free,Time Warner Cable,40.583099,-73.816689,Outdoor,Queens
838,QU,Limited Free,Time Warner Cable,40.580559,-73.826296,Outdoor,Queens
839,QU,Limited Free,Time Warner Cable,40.580467,-73.826272,Outdoor,Queens
840,QU,Limited Free,Time Warner Cable,40.580555,-73.825958,Outdoor,Queens
841,QU,Limited Free,Time Warner Cable,40.580704,-73.825969,Outdoor,Queens
144,MN,Free,Chelsea,40.7418393463,-74.0032571552,Outdoor,New York
842,QU,Limited Free,Time Warner Cable,40.580352,-73.826621,Outdoor,Queens
843,QU,Limited Free,Time Warner Cable,40.579986,-73.829855,Outdoor,Queens
844,QU,Limited Free,Time Warner Cable,40.577846,-73.835761,Outdoor,Queens
845,QU,Limited Free,Time Warner Cable,40.577878,-73.835788,Outdoor,Queens
846,QU,Limited Free,Time Warner Cable,40.577898,-73.835601,Outdoor,Queens
847,QU,Limited Free,Time Warner Cable,40.577871,-73.835664,Outdoor TWC Aerial,Queens
848,QU,Limited Free,Time Warner Cable,40.596479,-73.744988,Outdoor TWC Aerial,Queens
849,QU,Limited Free,Time Warner Cable,40.596374,-73.745389,Outdoor TWC Aerial,Queens
850,QU,Limited Free,Time Warner Cable,40.596321,-73.745791,Outdoor TWC Aerial,Queens
851,QU,Limited Free,Time Warner Cable,40.596197,-73.746262,Outdoor TWC Aerial,Queens
852,QU,Limited Free,Time Warner Cable,40.595714,-73.747247,Outdoor TWC Aerial,Queens
853,QU,Limited Free,Time Warner Cable,40.595592,-73.747612,Outdoor,Queens
854,QU,Limited Free,Time Warner Cable,40.687262,-73.769814,Outdoor,Queens
855,QU,Limited Free,Time Warner Cable,40.68716,-73.769815,Outdoor,Queens
856,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
857,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
858,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
859,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
860,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
861,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
862,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
863,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
864,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
865,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
866,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
867,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
868,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
869,QU,Limited Free,Time Warner Cable,40.687191,-73.769559,Indoor,Queens
870,SI,Limited Free,Time Warner Cable,40.625382,-74.11457,Outdoor TWC Aerial,Staten Island
871,SI,Limited Free,Time Warner Cable,40.625756,-74.114738,Outdoor TWC Aerial,Staten Island
872,SI,Limited Free,Time Warner Cable,40.624698,-74.114211,Outdoor TWC Aerial,Staten Island
873,SI,Limited Free,Time Warner Cable,40.644816,-74.100443,Outdoor TWC Aerial,Staten Island
874,SI,Limited Free,Time Warner Cable,40.644885,-74.101038,Outdoor TWC Aerial,Staten Island
875,SI,Limited Free,Time Warner Cable,40.645123,-74.101629,Outdoor TWC Aerial,Staten Island
876,SI,Limited Free,Time Warner Cable,40.645317,-74.102285,Outdoor TWC Aerial,Staten Island
877,SI,Limited Free,Time Warner Cable,40.645439,-74.10288,Outdoor TWC Aerial,Staten Island
878,SI,Limited Free,Time Warner Cable,40.645453,-74.103398,Outdoor TWC Aerial,Staten Island
879,SI,Limited Free,Time Warner Cable,40.641798,-74.101846,Outdoor,Staten Island
880,SI,Limited Free,Time Warner Cable,40.641982,-74.101869,Outdoor,Staten Island
881,SI,Limited Free,Time Warner Cable,40.64382,-74.102404,Outdoor,Staten Island
882,SI,Limited Free,Time Warner Cable,40.641797,-74.102002,Outdoor,Staten Island
883,SI,Limited Free,Time Warner Cable,40.641963,-74.102026,Outdoor,Staten Island
884,SI,Limited Free,Time Warner Cable,40.643782,-74.102245,Outdoor,Staten Island
885,SI,Limited Free,Time Warner Cable,40.642339,-74.102688,Outdoor,Staten Island
886,SI,Limited Free,Time Warner Cable,40.643167,-74.102285,Indoor,Staten Island
887,QU,Limited Free,Time Warner Cable,40.602349,-73.751402,Indoor,Queens
888,QU,Limited Free,Time Warner Cable,40.602349,-73.751402,Indoor,Queens
889,QU,Limited Free,Time Warner Cable,40.602349,-73.751402,Indoor,Queens
890,QU,Limited Free,Time Warner Cable,40.602349,-73.751402,Indoor,Queens
891,SI,Limited Free,Time Warner Cable,40.627089,-74.077292,Outdoor TWC Aerial,Staten Island
892,SI,Limited Free,Time Warner Cable,40.62686,-74.075848,Outdoor TWC Aerial,Staten Island
893,SI,Limited Free,Time Warner Cable,40.626579,-74.076173,Outdoor TWC Aerial,Staten Island
894,MN,Limited Free,Time Warner Cable,40.793669,-73.936816,Indoor,New York
895,MN,Limited Free,Time Warner Cable,40.793669,-73.936816,Indoor,New York
896,MN,Limited Free,Time Warner Cable,40.793669,-73.936816,Indoor,New York
145,MN,Free,Chelsea,40.7427538286,-74.0076720715,Outdoor,New York
897,MN,Limited Free,Time Warner Cable,40.793669,-73.936816,Indoor,New York
898,MN,Limited Free,Time Warner Cable,40.793669,-73.936816,Indoor,New York
899,MN,Limited Free,Time Warner Cable,40.793669,-73.936816,Indoor,New York
900,MN,Limited Free,Time Warner Cable,40.793305,-73.936759,Outdoor TWC Aerial,New York
901,MN,Limited Free,Time Warner Cable,40.793748,-73.936242,Outdoor TWC Aerial,New York
902,SI,Limited Free,Time Warner Cable,40.637317,-74.076763,Outdoor TWC Aerial,Staten Island
903,MN,Limited Free,Time Warner Cable,40.729564,-74.005462,Outdoor,New York
904,MN,Limited Free,Time Warner Cable,40.729564,-74.005462,Indoor,New York
905,MN,Limited Free,Time Warner Cable,40.729564,-74.005462,Indoor,New York
906,MN,Limited Free,Time Warner Cable,40.729564,-74.005462,Indoor,New York
907,MN,Limited Free,Time Warner Cable,40.729564,-74.005462,Indoor,New York
908,MN,Limited Free,Time Warner Cable,40.732142,-73.998629,Outdoor,New York
909,MN,Limited Free,Time Warner Cable,40.731863,-73.997778,Outdoor,New York
910,MN,Limited Free,Time Warner Cable,40.731351,-73.99684,Outdoor,New York
911,MN,Limited Free,Time Warner Cable,40.730975,-73.996079,Outdoor,New York
912,MN,Limited Free,Time Warner Cable,40.729856,-73.997476,Outdoor,New York
913,MN,Limited Free,Time Warner Cable,40.730255,-73.997991,Outdoor,New York
914,MN,Limited Free,Time Warner Cable,40.730394,-73.998476,Outdoor,New York
915,MN,Limited Free,Time Warner Cable,40.731844,-73.999042,Outdoor,New York
916,MN,Limited Free,Time Warner Cable,40.818499,-73.95969,Outdoor,New York
917,MN,Limited Free,Time Warner Cable,40.82059,-73.95969,Outdoor,New York
918,QU,Limited Free,Time Warner Cable,40.747454,-73.910588,Outdoor,Queens
919,QU,Limited Free,Time Warner Cable,40.747518,-73.910576,Outdoor,Queens
920,QU,Limited Free,Time Warner Cable,40.746238,-73.909415,Outdoor,Queens
921,QU,Limited Free,Time Warner Cable,40.745691,-73.907408,Outdoor TWC Aerial,Queens
922,QU,Limited Free,Time Warner Cable,40.746853,-73.90888,Outdoor TWC Aerial,Queens
923,QU,Limited Free,Time Warner Cable,40.74745,-73.909532,Outdoor TWC Aerial,Queens
924,SI,Limited Free,Time Warner Cable,40.519237,-74.188231,Outdoor,Staten Island
925,SI,Limited Free,Time Warner Cable,40.518167,-74.189765,Outdoor,Staten Island
926,SI,Limited Free,Time Warner Cable,40.517283,-74.190996,Outdoor,Staten Island
927,SI,Limited Free,Time Warner Cable,40.517045,-74.190323,Outdoor,Staten Island
928,SI,Limited Free,Time Warner Cable,40.517148,-74.189823,Outdoor,Staten Island
929,QU,Limited Free,Time Warner Cable,40.694095,-73.821334,Outdoor TWC Aerial,Queens
930,QU,Limited Free,Time Warner Cable,40.694165,-73.822368,Outdoor TWC Aerial,Queens
931,QU,Limited Free,Time Warner Cable,40.695077,-73.822817,Outdoor TWC Aerial,Queens
932,QU,Limited Free,Time Warner Cable,40.694624,-73.820593,Outdoor TWC Aerial,Queens
933,QU,Limited Free,Time Warner Cable,40.695132,-73.820841,Outdoor TWC Aerial,Queens
934,MN,Limited Free,Time Warner Cable,40.71025,-73.99798,Outdoor,New York
935,MN,Limited Free,Time Warner Cable,40.71025,-73.99798,Indoor,New York
936,QU,Limited Free,Time Warner Cable,40.70389,-73.785705,Outdoor TWC Aerial,Queens
937,QU,Limited Free,Time Warner Cable,40.702982,-73.785122,Outdoor TWC Aerial,Queens
938,QU,Limited Free,Time Warner Cable,40.702057,-73.784529,Outdoor TWC Aerial,Queens
939,QU,Limited Free,Time Warner Cable,40.702707,-73.783594,Outdoor TWC Aerial,Queens
940,QU,Limited Free,Time Warner Cable,40.703373,-73.783924,Outdoor TWC Aerial,Queens
941,QU,Limited Free,Time Warner Cable,40.704265,-73.784562,Outdoor TWC Aerial,Queens
942,BK,Limited Free,Cablevision,40.598257,-74.00014,Outdoor,Brooklyn
943,BK,Limited Free,Cablevision,40.5977,-74.00027,Outdoor,Brooklyn
944,BK,Limited Free,Cablevision,40.597585,-74.001112,Outdoor,Brooklyn
945,BK,Limited Free,Cablevision,40.597176,-74.000282,Outdoor,Brooklyn
946,BK,Limited Free,Cablevision,40.597154,-73.999685,Outdoor,Brooklyn
947,BK,Limited Free,Cablevision,40.597161,-74.001359,Outdoor,Brooklyn
948,BK,Limited Free,Cablevision,40.59815,-74.001135,Outdoor,Brooklyn
949,BX,Limited Free,Cablevision,40.87301,-73.871349,Outdoor,Bronx
950,BX,Limited Free,Cablevision,40.85398,-73.870472,Outdoor,Bronx
951,BK,Limited Free,Cablevision,40.6571,-73.9027,Outdoor,Brooklyn
952,BK,Limited Free,Cablevision,40.657028,-73.903152,Outdoor,Brooklyn
1099,BX,Limited Free,Cablevision,40.864781,-73.894626,Outdoor,Bronx
953,BK,Limited Free,Cablevision,40.657213,-73.901808,Outdoor,Brooklyn
954,BK,Limited Free,Cablevision,40.6567,-73.9028,Indoor,Brooklyn
955,BK,Limited Free,Cablevision,40.6564,-73.9027,Indoor,Brooklyn
956,BK,Limited Free,Cablevision,40.6561,-73.9025,Indoor,Brooklyn
957,BK,Limited Free,Cablevision,40.6562,-73.90257,Indoor,Brooklyn
958,BK,Limited Free,Cablevision,40.6561,-73.90276,Indoor,Brooklyn
959,BK,Limited Free,Cablevision,40.6521,-73.90286,Indoor,Brooklyn
960,BK,Limited Free,Cablevision,40.6559,-73.90285,Indoor,Brooklyn
961,BX,Limited Free,Cablevision,40.842327,-73.909734,Outdoor,Bronx
962,BX,Limited Free,Cablevision,40.841708,-73.909631,Outdoor,Bronx
963,BX,Limited Free,Cablevision,40.84112,-73.90548,Outdoor,Bronx
964,BX,Limited Free,Cablevision,40.8416,-73.9071,Outdoor,Bronx
965,BX,Limited Free,Cablevision,40.84122,-73.90678,Outdoor,Bronx
966,BX,Limited Free,Cablevision,40.8377,-73.90848,Outdoor,Bronx
967,BX,Limited Free,Cablevision,40.83814,-73.90834,Outdoor,Bronx
968,BK,Limited Free,Cablevision,40.573739,-73.981894,Outdoor,Brooklyn
969,BK,Limited Free,Cablevision,40.573218,-73.981827,Outdoor,Brooklyn
970,BK,Limited Free,Cablevision,40.573218,-73.981826,Outdoor,Brooklyn
971,BK,Limited Free,Cablevision,40.574278,-73.981996,Outdoor,Brooklyn
972,BK,Limited Free,Cablevision,40.574582,-73.977901,Outdoor,Brooklyn
973,BK,Limited Free,Cablevision,40.574915,-73.977867,Outdoor,Brooklyn
974,BK,Limited Free,Cablevision,40.574062,-73.977982,Outdoor,Brooklyn
975,BK,Limited Free,Cablevision,40.573491,-73.977863,Outdoor,Brooklyn
976,BK,Limited Free,Cablevision,40.573527,-73.977563,Outdoor,Brooklyn
977,BK,Limited Free,Cablevision,40.573551,-73.977366,Outdoor,Brooklyn
978,BK,Limited Free,Cablevision,40.573551,-73.977366,Outdoor,Brooklyn
979,BK,Limited Free,Cablevision,40.573439,-73.978297,Outdoor,Brooklyn
980,BK,Limited Free,Cablevision,40.573432,-73.97851,Outdoor,Brooklyn
981,BK,Limited Free,Cablevision,40.573381,-73.978872,Outdoor,Brooklyn
141,MN,Free,Chelsea,40.7445703086,-74.0045885368,Outdoor,New York
982,BK,Limited Free,Cablevision,40.573384,-73.978937,Outdoor,Brooklyn
983,BK,Limited Free,Cablevision,40.573384,-73.978937,Outdoor,Brooklyn
984,BK,Limited Free,Cablevision,40.573428,-73.979853,Outdoor,Brooklyn
985,BK,Limited Free,Cablevision,40.57341,-73.980344,Outdoor,Brooklyn
986,BK,Limited Free,Cablevision,40.573276,-73.979855,Outdoor,Brooklyn
987,BK,Limited Free,Cablevision,40.573266,-73.980012,Outdoor,Brooklyn
988,BK,Limited Free,Cablevision,40.573253,-73.980143,Outdoor,Brooklyn
989,BK,Limited Free,Cablevision,40.573227,-73.980356,Outdoor,Brooklyn
990,BK,Limited Free,Cablevision,40.572784,-73.985629,Outdoor,Brooklyn
991,BK,Limited Free,Cablevision,40.572675,-73.985618,Outdoor,Brooklyn
992,BK,Limited Free,Cablevision,40.572675,-73.985618,Outdoor,Brooklyn
993,BK,Limited Free,Cablevision,40.572669,-73.985747,Outdoor,Brooklyn
994,BK,Limited Free,Cablevision,40.572669,-73.985747,Outdoor,Brooklyn
995,BK,Limited Free,Cablevision,40.572664,-73.986039,Outdoor,Brooklyn
996,BX,Limited Free,Cablevision,40.83448,-73.897582,Outdoor,Bronx
997,BX,Limited Free,Cablevision,40.834623,-73.898171,Outdoor,Bronx
998,BX,Limited Free,Cablevision,40.835691,-73.900089,Outdoor,Bronx
999,BX,Limited Free,Cablevision,40.83666,-73.894981,Outdoor,Bronx
1000,BX,Limited Free,Cablevision,40.836972,-73.89377,Outdoor,Bronx
1001,BX,Limited Free,Cablevision,40.837117,-73.89331,Outdoor,Bronx
1002,BX,Limited Free,Cablevision,40.837184,-73.890395,Outdoor,Bronx
1003,BX,Limited Free,Cablevision,40.837503,-73.894893,Outdoor,Bronx
1004,BX,Limited Free,Cablevision,40.837539,-73.893658,Outdoor,Bronx
1005,BX,Limited Free,Cablevision,40.837704,-73.890376,Outdoor,Bronx
1006,BX,Limited Free,Cablevision,40.838058,-73.893478,Outdoor,Bronx
1007,BX,Limited Free,Cablevision,40.838217,-73.893388,Outdoor,Bronx
1008,BX,Limited Free,Cablevision,40.838988,-73.888714,Outdoor,Bronx
1009,BX,Limited Free,Cablevision,40.838989,-73.888714,Outdoor,Bronx
1010,BX,Limited Free,Cablevision,40.839709,-73.887464,Outdoor,Bronx
1011,BX,Limited Free,Cablevision,40.83971,-73.887757,Outdoor,Bronx
1012,BX,Limited Free,Cablevision,40.839892,-73.89537,Outdoor,Bronx
1013,BX,Limited Free,Cablevision,40.840107,-73.895219,Outdoor,Bronx
1014,BX,Limited Free,Cablevision,40.840526,-73.895168,Outdoor,Bronx
1015,BX,Limited Free,Cablevision,40.840664,-73.898372,Outdoor,Bronx
1016,BX,Limited Free,Cablevision,40.840706,-73.891398,Outdoor,Bronx
1017,BX,Limited Free,Cablevision,40.84071,-73.896045,Outdoor,Bronx
1018,BX,Limited Free,Cablevision,40.8412,-73.8919,Outdoor,Bronx
1019,BX,Limited Free,Cablevision,40.841626,-73.892961,Outdoor,Bronx
1020,BX,Limited Free,Cablevision,40.841693,-73.894399,Outdoor,Bronx
1021,BX,Limited Free,Cablevision,40.84182,-73.894281,Outdoor,Bronx
1022,BX,Limited Free,Cablevision,40.842046,-73.894094,Outdoor,Bronx
1023,BX,Limited Free,Cablevision,40.881477,-73.897951,Outdoor,Bronx
1024,BX,Limited Free,Cablevision,40.816436,-73.838292,Outdoor,Bronx
1025,BX,Limited Free,Cablevision,40.821599,-73.826654,Outdoor,Bronx
1026,BX,Limited Free,Cablevision,40.821068,-73.82621,Outdoor,Bronx
1027,BX,Limited Free,Cablevision,40.820619,-73.825839,Outdoor,Bronx
1028,BX,Limited Free,Cablevision,40.818063,-73.82387,Outdoor,Bronx
1029,BX,Limited Free,Cablevision,40.817732,-73.82368,Outdoor,Bronx
1030,BX,Limited Free,Cablevision,40.816357,-73.837449,Outdoor,Bronx
1031,BX,Limited Free,Cablevision,40.815346,-73.837671,Outdoor,Bronx
1032,BX,Limited Free,Cablevision,40.816412,-73.833998,Outdoor,Bronx
1033,BX,Limited Free,Cablevision,40.818752,-73.82456,Outdoor,Bronx
1034,BX,Limited Free,Cablevision,40.81469,-73.898502,Outdoor,Bronx
1035,BK,Limited Free,Cablevision,40.623001,-73.984689,Outdoor,Brooklyn
1036,BK,Limited Free,Cablevision,40.623315,-73.985265,Outdoor,Brooklyn
1037,BK,Limited Free,Cablevision,40.623831,-73.983592,Outdoor,Brooklyn
1038,BK,Limited Free,Cablevision,40.624244,-73.984404,Outdoor,Brooklyn
1039,BK,Limited Free,Cablevision,40.623457,-73.982884,Outdoor,Brooklyn
1040,BX,Limited Free,Cablevision,40.87455,-73.86554,Outdoor,Bronx
1041,BX,Limited Free,Cablevision,40.874779,-73.865005,Outdoor,Bronx
1042,BX,Limited Free,Cablevision,40.87322,-73.837825,Outdoor,Bronx
1043,BX,Limited Free,Cablevision,40.872936,-73.838671,Outdoor,Bronx
1044,BX,Limited Free,Cablevision,40.872676,-73.839478,Outdoor,Bronx
1045,BX,Limited Free,Cablevision,40.87364,-73.840586,Outdoor,Bronx
1046,BX,Limited Free,Cablevision,40.874777,-73.839181,Outdoor,Bronx
1047,BK,Limited Free,Cablevision,40.694837,-73.918627,Outdoor,Brooklyn
1048,BK,Limited Free,Cablevision,40.694769,-73.91851,Outdoor,Brooklyn
1049,BK,Limited Free,Cablevision,40.68992,-73.94647,Indoor,Brooklyn
1050,BX,Limited Free,Cablevision,40.824255,-73.89791,Outdoor,Bronx
1051,BX,Limited Free,Cablevision,40.828468,-73.9227,Outdoor,Bronx
1052,BX,Limited Free,Cablevision,40.828057,-73.923075,Outdoor,Bronx
1053,BX,Limited Free,Cablevision,40.827831,-73.922677,Outdoor,Bronx
1054,BX,Limited Free,Cablevision,40.827441,-73.923008,Outdoor,Bronx
1055,BX,Limited Free,Cablevision,40.827563,-73.923631,Outdoor,Bronx
1056,BK,Limited Free,Cablevision,40.702978,-73.924737,Outdoor,Bronx
1057,BK,Limited Free,Cablevision,40.703308,-73.924087,Outdoor,Bronx
1058,BK,Limited Free,Cablevision,40.603993,-73.930671,Indoor,Brooklyn
1059,BK,Limited Free,Cablevision,40.604137,-73.93043,Indoor,Brooklyn
1060,BK,Limited Free,Cablevision,40.604068,-73.93076,Indoor,Brooklyn
1061,BK,Limited Free,Cablevision,40.605008,-73.930027,Outdoor,Brooklyn
1062,BK,Limited Free,Cablevision,40.606029,-73.928466,Outdoor,Brooklyn
1063,BK,Limited Free,Cablevision,40.604383,-73.931063,Outdoor,Brooklyn
1064,BX,Limited Free,Cablevision,40.840657,-73.842668,Outdoor,Bronx
1065,BX,Limited Free,Cablevision,40.840657,-73.842668,Outdoor,Bronx
1066,BX,Limited Free,Cablevision,40.840672,-73.842602,Indoor,Bronx
1067,BX,Limited Free,Cablevision,40.846052,-73.82495,Outdoor,Bronx
1068,BX,Limited Free,Cablevision,40.894246,-73.896288,Outdoor,Bronx
1069,BX,Limited Free,Cablevision,40.893739,-73.89622,Outdoor,Bronx
1070,BX,Limited Free,Cablevision,40.844468,-73.88169,Outdoor,Bronx
1071,BX,Limited Free,Cablevision,40.844141,-73.881968,Outdoor,Bronx
1072,BX,Limited Free,Cablevision,40.876541,-73.87845,Indoor,Bronx
1073,BX,Limited Free,Cablevision,40.876827,-73.878725,Indoor,Bronx
