OBJECTID,BORO,TYPE,PROVIDER,LAT,LON,LOCATION_T,CITY
1074,BX,Limited Free,Cablevision,40.876855,-73.878874,Indoor,Bronx
1075,BX,Limited Free,Cablevision,40.876643,-73.878542,Indoor,Bronx
1076,BX,Limited Free,Cablevision,40.878445,-73.87548,Outdoor,Bronx
1077,BX,Limited Free,Cablevision,40.876788,-73.876273,Outdoor,Bronx
1078,BX,Limited Free,Cablevision,40.877001,-73.879322,Outdoor,Bronx
1079,BX,Limited Free,Cablevision,40.876099,-73.877384,Outdoor,Bronx
1080,BX,Limited Free,Cablevision,40.8762,-73.878749,Outdoor,Bronx
1081,BK,Limited Free,Cablevision,40.65831,-73.94406,Outdoor,Brooklyn
1082,BK,Limited Free,Cablevision,40.65831,-73.94406,Outdoor,Brooklyn
1083,BK,Limited Free,Cablevision,40.658,-73.94723,Outdoor,Brooklyn
1084,BK,Limited Free,Cablevision,40.658,-73.94723,Outdoor,Brooklyn
1085,BK,Limited Free,Cablevision,40.65743,-73.94716,Outdoor,Brooklyn
1086,BK,Limited Free,Cablevision,40.65743,-73.94716,Outdoor,Brooklyn
1087,BX,Limited Free,Cablevision,40.846314,-73.824472,Outdoor,Bronx
1088,BX,Limited Free,Cablevision,40.846606,-73.823952,Outdoor,Bronx
1089,BX,Limited Free,Cablevision,40.8471,-73.822992,Outdoor,Bronx
1090,BX,Limited Free,Cablevision,40.847596,-73.82223,Outdoor,Bronx
1091,BX,Limited Free,Cablevision,40.848159,-73.821071,Outdoor,Bronx
1092,BX,Limited Free,Cablevision,40.848322,-73.82075,Outdoor,Bronx
1093,BX,Limited Free,Cablevision,40.849233,-73.82105,Outdoor,Bronx
1094,BX,Limited Free,Cablevision,40.849196,-73.821055,Outdoor,Bronx
1095,BX,Limited Free,Cablevision,40.850208,-73.821752,Outdoor,Bronx
1096,BX,Limited Free,Cablevision,40.850232,-73.821777,Outdoor,Bronx
1097,BX,Limited Free,Cablevision,40.864437,-73.894553,Outdoor,Bronx
1098,BX,Limited Free,Cablevision,40.864458,-73.895115,Outdoor,Bronx
1100,BX,Limited Free,Cablevision,40.865167,-73.894227,Outdoor,Bronx
1101,BK,Limited Free,Cablevision,40.650721,-73.968489,Outdoor,Brooklyn
1102,BK,Limited Free,Cablevision,40.65068,-73.96846,Outdoor,Brooklyn
1103,BK,Limited Free,Cablevision,40.650738,-73.968429,Outdoor,Brooklyn
1104,BK,Limited Free,Cablevision,40.6507,-73.965843,Outdoor,Brooklyn
1105,BK,Limited Free,Cablevision,40.660469,-73.965168,Outdoor,Brooklyn
1106,BK,Limited Free,Cablevision,40.660842,-73.965121,Outdoor,Brooklyn
1107,BK,Limited Free,Cablevision,40.661197,-73.965252,Outdoor,Brooklyn
1108,BK,Limited Free,Cablevision,40.657452,-73.963991,Outdoor,Brooklyn
1109,BK,Limited Free,Cablevision,40.657452,-73.963991,Outdoor,Brooklyn
1110,BK,Limited Free,Cablevision,40.657452,-73.963991,Outdoor,Brooklyn
1111,BK,Limited Free,Cablevision,40.657001,-73.963697,Indoor,Brooklyn
1112,BK,Limited Free,Cablevision,40.657001,-73.963697,Indoor,Brooklyn
1113,BK,Limited Free,Cablevision,40.657001,-73.963697,Indoor,Brooklyn
1114,BK,Limited Free,Cablevision,40.657001,-73.963697,Indoor,Brooklyn
1115,BX,Limited Free,Cablevision,40.84459,-73.8598,Indoor,Bronx
1116,BX,Limited Free,Cablevision,40.84459,-73.8598,Outdoor,Bronx
1117,BK,Limited Free,Cablevision,40.685043,-73.918933,Outdoor,Bronx
1118,BK,Limited Free,Cablevision,40.685032,-73.91907,Outdoor,Bronx
1119,BX,Limited Free,Cablevision,40.887637,-73.835951,Outdoor,Bronx
1120,BX,Limited Free,Cablevision,40.888783,-73.840133,Outdoor,Bronx
1121,BX,Limited Free,Cablevision,40.885284,-73.838521,Outdoor,Bronx
1122,BX,Limited Free,Cablevision,40.886622,-73.83497,Outdoor,Bronx
1123,BX,Limited Free,Cablevision,40.86473,-73.899037,Outdoor,Bronx
1124,BX,Limited Free,Cablevision,40.86473,-73.899037,Indoor,Bronx
1125,BX,Limited Free,Cablevision,40.86473,-73.899037,Indoor,Bronx
1126,BK,Limited Free,Cablevision,40.674013,-73.934698,Outdoor,Brooklyn
1127,BK,Limited Free,Cablevision,40.67404,-73.935053,Outdoor,Brooklyn
1128,BK,Limited Free,Cablevision,40.673801,-73.935166,Outdoor,Brooklyn
1129,BK,Limited Free,Cablevision,40.67343,-73.93463,Outdoor,Brooklyn
1130,BK,Limited Free,Cablevision,40.673866,-73.934717,Outdoor,Brooklyn
1131,BK,Limited Free,Cablevision,40.673805,-73.934785,Indoor,Brooklyn
1132,BK,Limited Free,Cablevision,40.673781,-73.935109,Indoor,Brooklyn
1133,BK,Limited Free,Cablevision,40.673755,-73.935014,Indoor,Brooklyn
1134,BK,Limited Free,Cablevision,40.673752,-73.934892,Indoor,Brooklyn
1135,BK,Limited Free,Cablevision,40.673727,-73.934867,Indoor,Brooklyn
1136,BK,Limited Free,Cablevision,40.673695,-73.934935,Indoor,Brooklyn
1137,BX,Limited Free,Cablevision,40.811544,-73.914138,Indoor,Bronx
1138,BX,Limited Free,Cablevision,40.811544,-73.914138,Indoor,Bronx
1139,BX,Limited Free,Cablevision,40.811544,-73.914138,Indoor,Bronx
1140,BX,Limited Free,Cablevision,40.811544,-73.914138,Indoor,Bronx
1141,BX,Limited Free,Cablevision,40.811544,-73.914138,Indoor,Bronx
1142,BX,Limited Free,Cablevision,40.811544,-73.914138,Outdoor,Bronx
1143,BX,Limited Free,Cablevision,40.811544,-73.914138,Outdoor,Bronx
1144,BK,Limited Free,Cablevision,40.576111,-73.984734,Outdoor,Brooklyn
1145,BK,Limited Free,Cablevision,40.57585,-73.9835,Outdoor,Brooklyn
1146,BK,Limited Free,Cablevision,40.57564,-73.98567,Outdoor,Brooklyn
1,BX,Free,AT&T,40.8177,-73.8811,Outdoor,Bronx
7,QU,Limited Free,Time Warner Cable,40.678334,-73.783477,Outdoor TWC Aerial,Queens
8,QU,Limited Free,Time Warner Cable,40.6676,-73.78942,Outdoor TWC Aerial,Queens
9,QU,Limited Free,Time Warner Cable,40.68161,-73.78825,Outdoor TWC Aerial,Queens
10,QU,Limited Free,Time Warner Cable,40.68053,-73.78747,Outdoor TWC Aerial,Queens
11,QU,Limited Free,Time Warner Cable,40.67963,-73.78745,Outdoor TWC Aerial,Queens
12,QU,Limited Free,Time Warner Cable,40.68301,-73.78482,Outdoor TWC Aerial,Queens
13,BX,Free,AT&T,40.8631,-73.9065,Outdoor,Bronx
14,BX,Free,AT&T,40.8285,-73.9227,Outdoor,Bronx
15,QU,Limited Free,Time Warner Cable,40.68462,-73.78589,Outdoor TWC Aerial,Queens
16,QU,Limited Free,Time Warner Cable,40.68495,-73.78722,Outdoor TWC Aerial,Queens
17,QU,Limited Free,Time Warner Cable,40.67814,-73.78711,Outdoor TWC Aerial,Queens
18,QU,Limited Free,Time Warner Cable,40.67662,-73.78695,Outdoor TWC Aerial,Queens
19,QU,Limited Free,Time Warner Cable,40.67934,-73.78444,Outdoor TWC Aerial,Queens
20,QU,Limited Free,Time Warner Cable,40.68079,-73.78468,Outdoor TWC Aerial,Queens
21,QU,Limited Free,Time Warner Cable,40.67268,-73.78678,Outdoor TWC Aerial,Queens
22,QU,Limited Free,Time Warner Cable,40.67318,-73.78517,Outdoor TWC Aerial,Queens
23,QU,Limited Free,Time Warner Cable,40.67609,-73.78254,Outdoor TWC Aerial,Queens
24,QU,Limited Free,Time Warner Cable,40.67486,-73.78412,Outdoor TWC Aerial,Queens
25,BK,Free,AT&T,40.7015,-73.9943,Outdoor,Brooklyn
26,QU,Limited Free,Time Warner Cable,40.67506,-73.78744,Outdoor TWC Aerial,Queens
27,QU,Limited Free,Time Warner Cable,40.67454,-73.78955,Outdoor TWC Aerial,Queens
28,QU,Limited Free,Time Warner Cable,40.6714,-73.78861,Outdoor TWC Aerial,Queens
29,QU,Limited Free,Time Warner Cable,40.66978,-73.78896,Outdoor TWC Aerial,Queens
30,QU,Limited Free,Time Warner Cable,40.771229,-73.80905,Outdoor TWC Aerial,Queens
31,QU,Limited Free,Time Warner Cable,40.769751,-73.808748,Outdoor TWC Aerial,Queens
32,QU,Limited Free,Time Warner Cable,40.769652,-73.807508,Outdoor TWC Aerial,Queens
33,QU,Limited Free,Time Warner Cable,40.769536,-73.805968,Outdoor TWC Aerial,Queens
34,QU,Limited Free,Time Warner Cable,40.770532,-73.805507,Outdoor TWC Aerial,Queens
35,MN,Limited Free,Time Warner Cable,40.754447,-73.984222,Outdoor,New York
36,BK,Free,AT&T,40.6943,-73.9988,Outdoor,Brooklyn
37,MN,Limited Free,Time Warner Cable,40.754317,-73.983094,Outdoor,New York
38,MN,Limited Free,Time Warner Cable,40.753164,-73.983964,Outdoor,New York
39,MN,Limited Free,Time Warner Cable,40.753689,-73.984769,Outdoor,New York
40,MN,Limited Free,Time Warner Cable,40.752776,-73.98164,Outdoor,New York
41,BK,Limited Free,Time Warner Cable,40.68063,-73.995382,Outdoor TWC Aerial,Brooklyn
42,BK,Limited Free,Time Warner Cable,40.68063,-73.995382,Outdoor TWC Aerial,Brooklyn
43,QU,Limited Free,Time Warner Cable,40.75141,-73.82472,Outdoor TWC Aerial,Queens
44,QU,Limited Free,Time Warner Cable,40.75014,-73.82284,Outdoor TWC Aerial,Queens
45,QU,Limited Free,Time Warner Cable,40.7437,-73.81732,Outdoor TWC Aerial,Queens
46,QU,Limited Free,Time Warner Cable,40.74366,-73.81396,Outdoor TWC Aerial,Queens
47,MN,Partner Site,Partner,40.7359999997,-73.9903999999,Outdoor,New York
48,MN,Partner Site,Partner,40.7537999998,-73.9833000001,Outdoor,New York
49,BK,Free,AT&T,40.693,-74.0019,Outdoor,Brooklyn
50,QU,Limited Free,Time Warner Cable,40.74549,-73.81357,Outdoor TWC Aerial,Queens
51,QU,Limited Free,Time Warner Cable,40.74243,-73.81151,Outdoor TWC Aerial,Queens
52,QU,Limited Free,Time Warner Cable,40.74849,-73.82121,Outdoor TWC Aerial,Queens
53,QU,Limited Free,Time Warner Cable,40.74381,-73.80419,Outdoor TWC Aerial,Queens
54,QU,Limited Free,Time Warner Cable,40.74191,-73.80816,Outdoor TWC Aerial,Queens
55,QU,Limited Free,Time Warner Cable,40.74589,-73.80342,Outdoor TWC Aerial,Queens
56,QU,Limited Free,Time Warner Cable,40.74726,-73.80286,Outdoor TWC Aerial,Queens
57,QU,Limited Free,Time Warner Cable,40.74914,-73.8027,Outdoor TWC Aerial,Queens
58,QU,Limited Free,Time Warner Cable,40.75,-73.80506,Outdoor TWC Aerial,Queens
59,QU,Limited Free,Time Warner Cable,40.75017,-73.80719,Outdoor TWC Aerial,Queens
60,QU,Limited Free,Time Warner Cable,40.74761,-73.8117,Outdoor TWC Aerial,Queens
61,BK,Free,AT&T,40.6915,-73.9755,Outdoor,Brooklyn
62,BK,Free,AT&T,40.6898,-73.9462,Outdoor,Brooklyn
63,QU,Limited Free,Time Warner Cable,40.74756,-73.81815,Outdoor TWC Aerial,Queens
64,MN,Limited Free,Time Warner Cable,40.742378,-73.988692,Outdoor,New York
65,MN,Limited Free,Time Warner Cable,40.7431,-73.9883,Outdoor,New York
66,MN,Limited Free,Time Warner Cable,40.7411,-73.987914,Outdoor,New York
67,MN,Limited Free,Time Warner Cable,40.741875,-73.987364,Outdoor,New York
68,MN,Limited Free,Time Warner Cable,40.742492,-73.986906,Outdoor,New York
69,MN,Limited Free,Time Warner Cable,40.74148,-73.98894,Outdoor,New York
70,BK,Limited Free,Time Warner Cable,40.663256,-73.976164,Outdoor TWC Aerial,Brooklyn
71,BK,Limited Free,Time Warner Cable,40.663019,-73.976292,Outdoor TWC Aerial,Brooklyn
72,BK,Free,AT&T,40.7201,-73.9502,Outdoor,Brooklyn
73,BK,Free,AT&T,40.6509,-73.9683,Outdoor,Brooklyn
74,MN,Free,AT&T,40.7729,-73.974,Outdoor,New York
75,MN,Free,AT&T,40.771,-73.9709,Outdoor,New York
76,MN,Free,AT&T,40.7721,-73.9771,Outdoor,New York
77,MN,Free,AT&T,40.768,-73.9712,Outdoor,New York
78,BK,Limited Free,Time Warner Cable,40.663094,-73.976292,Outdoor TWC Aerial,Brooklyn
79,BK,Limited Free,Time Warner Cable,40.663381,-73.976083,Outdoor TWC Aerial,Brooklyn
80,QN,Limited Free,Time Warner Cable,40.675979,-73.765364,Outdoor TWC Aerial,Queens
81,QN,Limited Free,Time Warner Cable,40.679472,-73.770693,Outdoor TWC Aerial,Queens
82,QN,Limited Free,Time Warner Cable,40.679963,-73.767752,Outdoor TWC Aerial,Queens
83,MN,Limited Free,Time Warner Cable,40.785958,-73.985075,Outdoor,New York
84,MN,Limited Free,Time Warner Cable,40.71025,-73.99798,Outdoor,New York
85,MN,Free,AT&T,40.8292,-73.9361,Outdoor,New York
86,MN,Free,AT&T,40.8048,-73.9443,Outdoor,New York
87,MN,Limited Free,Time Warner Cable,40.71025,-73.99798,Indoor,New York
88,MN,Limited Free,Time Warner Cable,40.71025,-73.99798,Indoor,New York
89,MN,Limited Free,Time Warner Cable,40.71025,-73.99798,Indoor,New York
90,MN,Limited Free,Time Warner Cable,40.71025,-73.99798,Indoor,New York
91,MN,Limited Free,Time Warner Cable,40.71025,-73.99798,Indoor,New York
92,QU,Limited Free,Time Warner Cable,40.739154,-73.737718,Outdoor,Queens
93,QU,Limited Free,Time Warner Cable,40.739353,-73.736825,Outdoor,Queens
94,QU,Limited Free,Time Warner Cable,40.739547,-73.73592,Outdoor,Queens
95,QU,Limited Free,Time Warner Cable,40.739739,-73.735041,Outdoor,Queens
96,QU,Limited Free,Time Warner Cable,40.739909,-73.73458,Outdoor,Queens
97,MN,Free,AT&T,40.7016,-74.0149,Outdoor,New York
98,MN,Free,AT&T,40.703,-74.0168,Outdoor,New York
99,QU,Limited Free,Time Warner Cable,40.740214,-73.734311,Outdoor,Queens
100,QU,Limited Free,Time Warner Cable,40.75797,-73.825241,Outdoor TWC Aerial,Queens
101,QU,Limited Free,Time Warner Cable,40.75858,-73.825078,Outdoor TWC Aerial,Queens
102,BK,Limited Free,Time Warner Cable,40.696675,-73.997656,Outdoor,Brooklyn
103,BK,Limited Free,Time Warner Cable,40.696989,-73.997486,Outdoor,Brooklyn
104,BK,Limited Free,Time Warner Cable,40.697344,-73.997333,Outdoor,Brooklyn
105,BK,Limited Free,Time Warner Cable,40.697669,-73.997183,Outdoor,Brooklyn
106,BK,Limited Free,Time Warner Cable,40.698103,-73.996944,Outdoor,Brooklyn
107,BK,Limited Free,Time Warner Cable,40.696732,-73.990349,Outdoor,Brooklyn
108,MN,Limited Free,Time Warner Cable,40.749908,-74.00089,Outdoor,New York
109,MN,Free,NYPL,40.7154881544,-74.0162138359,Library,New York
142,MN,Free,Chelsea,40.7431927759,-74.0073877576,Outdoor,New York
110,BK,Free,BPL,40.605690343,-73.9862316255,Library,Brooklyn
111,BK,Free,BPL,40.6230645344,-73.9894467672,Library,Brooklyn
112,MN,Limited Free,Time Warner Cable,40.749783,-74.000711,Outdoor,New York
113,MN,Limited Free,Time Warner Cable,40.74827,-74.002068,Indoor,New York
114,MN,Limited Free,Time Warner Cable,40.74827,-74.002068,Indoor,New York
115,MN,Limited Free,Time Warner Cable,40.74827,-74.002068,Indoor,New York
116,MN,Limited Free,Time Warner Cable,40.74827,-74.002068,Indoor,New York
117,MN,Limited Free,Time Warner Cable,40.74827,-74.002068,Indoor,New York
118,MN,Limited Free,Time Warner Cable,40.712307,-74.006961,Outdoor,New York
119,MN,Limited Free,Time Warner Cable,40.70935,-74.009903,Outdoor,New York
120,SI,Limited Free,Time Warner Cable,40.618064,-74.108186,Outdoor,Staten Island
121,QU,Free,QPL,40.7078731318,-73.7946780399,Library,Jamaica
122,QU,Free,QPL,40.7129435708,-73.8808642734,Library,Middle Village
123,QU,Free,QPL,40.7429309465,-73.8251699639,Library,Flushing
124,MN,Free,NYPL,40.8030181614,-73.9348475633,Library,New York
125,BK,Free,BPL,40.6723435263,-73.9682243829,Library,Brooklyn
126,BK,Free,BPL,40.645912124,-74.0136300012,Library,Brooklyn
127,MN,Free,NYPL,40.7942156129,-73.9434510796,Library,New York
128,BK,Free,BPL,40.6873790941,-73.966030666,Library,Brooklyn
129,MN,Free,Manhattan Down Alliance,40.7071990996,-74.0037002996,Outdoor,New York
130,MN,Free,Manhattan Down Alliance,40.7070998997,-74.0036011004,Outdoor,New York
131,MN,Free,Manhattan Down Alliance,40.7070006997,-74.0035019003,Outdoor,New York
132,MN,Free,Manhattan Down Alliance,40.7066001999,-74.0031966998,Outdoor,New York
133,MN,Free,Manhattan Down Alliance,40.7051010003,-74.0026015994,Outdoor,New York
134,MN,Free,Manhattan Down Alliance,40.7047997001,-74.0022963999,Outdoor,New York
135,MN,Free,Manhattan Down Alliance,40.7070998998,-74.0049973006,Outdoor,New York
136,MN,Free,Manhattan Down Alliance,40.7065010001,-74.0045012998,Outdoor,New York
137,MN,Free,Manhattan Down Alliance,40.7062988002,-74.0061035001,Outdoor,New York
138,MN,Free,Manhattan Down Alliance,40.7048987998,-74.0093001995,Outdoor,New York
139,MN,Free,Manhattan Down Alliance,40.7047004998,-74.0089035001,Outdoor,New York
140,MN,Free,Manhattan Down Alliance,40.7047004998,-74.0083008003,Outdoor,New York
146,MN,Free,Chelsea,40.7394860202,-74.0062665941,Outdoor,New York
147,MN,Free,Chelsea,40.7444079933,-74.0066367391,Outdoor,New York
148,MN,Free,Chelsea,40.7426075127,-74.0042603013,Outdoor,New York
149,MN,Free,AT&T,40.7474,-74.0051,Outdoor,New York
150,MN,Free,Chelsea,40.7424774535,-74.0029621124,Outdoor,New York
151,MN,Free,Chelsea,40.7422986209,-74.0007090572,Outdoor,New York
152,MN,Free,Chelsea,40.7436967487,-74.007017612,Outdoor,New York
153,MN,Free,Chelsea,40.7415548385,-74.0011113879,Outdoor,New York
154,MN,Free,Chelsea,40.741900312,-74.0018570427,Outdoor,New York
155,MN,Free,Chelsea,40.7439893758,-74.003412724,Outdoor,New York
156,MN,Free,Chelsea,40.7409980115,-74.0054512019,Outdoor,New York
157,MN,Free,Chelsea,40.7441275609,-74.0050435071,Outdoor,New York
158,MN,Free,Chelsea,40.7402582786,-74.006003738,Outdoor,New York
159,MN,Free,Chelsea,40.7434061518,-74.0052151686,Outdoor,New York
160,MN,Free,Chelsea,40.7427700859,-74.0017175673,Outdoor,New York
161,MN,Free,Chelsea,40.7409492377,-74.0034019945,Outdoor,New York
162,MN,Free,Chelsea,40.7432415473,-74.0068030355,Outdoor,New York
163,MN,Free,Chelsea,40.7434366339,-74.0036487581,Outdoor,New York
164,MN,Free,Chelsea,40.7402745363,-74.0019750591,Outdoor,New York
165,SI,Limited Free,Time Warner Cable,40.61775,-74.108185,Indoor,Staten Island
166,SI,Limited Free,Time Warner Cable,40.61775,-74.108185,Indoor,Staten Island
167,MN,Free,Chelsea,40.7418463958,-74.0040446358,Outdoor,New York
168,MN,Free,Chelsea,40.7433065761,-74.0080261233,Outdoor,New York
169,BK,Limited Free,Time Warner Cable,40.720079,-73.949511,Outdoor,Brooklyn
170,BK,Limited Free,Time Warner Cable,40.720079,-73.949511,Outdoor,Brooklyn
171,BK,Limited Free,Time Warner Cable,40.720079,-73.949511,Outdoor,Brooklyn
172,BK,Limited Free,Time Warner Cable,40.625004,-74.017875,Outdoor TWC Aerial,Brooklyn
173,BK,Limited Free,Time Warner Cable,40.625313,-74.017344,Outdoor TWC Aerial,Brooklyn
174,BK,Limited Free,Time Warner Cable,40.62588,-74.016509,Outdoor TWC Aerial,Brooklyn
175,BK,Limited Free,Time Warner Cable,40.62638,-74.01579,Outdoor TWC Aerial,Brooklyn
176,BK,Limited Free,Time Warner Cable,40.626553,-74.016787,Outdoor TWC Aerial,Brooklyn
177,BK,Limited Free,Time Warner Cable,40.715088,-73.960502,Indoor,Brooklyn
178,BK,Limited Free,Time Warner Cable,40.715088,-73.960502,Indoor,Brooklyn
236,MN,Free,Chelsea,40.7421021446,-74.0042110753,Outdoor,New York
179,SI,Limited Free,Time Warner Cable,40.568366,-74.090642,Outdoor,Staten Island
180,SI,Limited Free,Time Warner Cable,40.569365,-74.08949,Outdoor,Staten Island
181,SI,Limited Free,Time Warner Cable,40.570195,-74.088547,Outdoor,Staten Island
182,SI,Limited Free,Time Warner Cable,40.571268,-74.087293,Outdoor,Staten Island
183,SI,Limited Free,Time Warner Cable,40.572313,-74.086013,Outdoor,Staten Island
184,SI,Limited Free,Time Warner Cable,40.573338,-74.084406,Outdoor,Staten Island
185,SI,Limited Free,Time Warner Cable,40.575083,-74.081683,Outdoor,Staten Island
186,SI,Limited Free,Time Warner Cable,40.575748,-74.080677,Outdoor,Staten Island
187,SI,Limited Free,Time Warner Cable,40.576236,-74.079987,Outdoor,Staten Island
188,SI,Limited Free,Time Warner Cable,40.576483,-74.079624,Outdoor,Staten Island
189,SI,Limited Free,Time Warner Cable,40.577222,-74.078581,Outdoor,Staten Island
190,SI,Limited Free,Time Warner Cable,40.577772,-74.077993,Outdoor,Staten Island
191,SI,Limited Free,Time Warner Cable,40.578631,-74.076801,Outdoor,Staten Island
192,SI,Limited Free,Time Warner Cable,40.579581,-74.076359,Outdoor,Staten Island
193,SI,Limited Free,Time Warner Cable,40.579986,-74.075899,Outdoor,Staten Island
194,QU,Limited Free,Time Warner Cable,40.710818,-73.835528,Indoor,Queens
195,QU,Limited Free,Time Warner Cable,40.709773,-73.835599,Outdoor,Queens
196,QU,Limited Free,Time Warner Cable,40.710688,-73.835515,Outdoor,Queens
197,BK,Limited Free,Time Warner Cable,40.639278,-74.032091,Outdoor,Brooklyn
198,BK,Limited Free,Time Warner Cable,40.639231,-74.031933,Outdoor,Brooklyn
199,BK,Limited Free,Time Warner Cable,40.639292,-74.031896,Outdoor,Brooklyn
200,BK,Limited Free,Cablevision,40.658662,-73.88777,Outdoor,Bronx
201,BK,Limited Free,Cablevision,40.658148,-73.88744,Outdoor,Bronx
202,BK,Limited Free,Cablevision,40.658385,-73.887583,Outdoor,Brooklyn
203,BX,Limited Free,Cablevision,40.825696,-73.927311,Outdoor,Bronx
204,BX,Limited Free,Cablevision,40.825815,-73.927731,Outdoor,Bronx
205,BX,Limited Free,Cablevision,40.825947,-73.928134,Outdoor,Bronx
206,BX,Limited Free,Cablevision,40.826103,-73.928537,Outdoor,Bronx
207,BX,Limited Free,Cablevision,40.826378,-73.929249,Outdoor,Bronx
208,BX,Limited Free,Cablevision,40.826567,-73.926762,Outdoor,Bronx
209,BX,Limited Free,Cablevision,40.82707,-73.926461,Outdoor,Bronx
210,BX,Limited Free,Cablevision,40.827868,-73.926903,Outdoor,Bronx
211,BX,Limited Free,Cablevision,40.828149,-73.927457,Outdoor,Bronx
212,BX,Limited Free,Cablevision,40.827902,-73.928356,Outdoor,Bronx
213,BX,Limited Free,Cablevision,40.827799,-73.928565,Outdoor,Bronx
214,BX,Limited Free,Cablevision,40.827552,-73.929158,Outdoor,Bronx
215,BK,Limited Free,Cablevision,40.57776,-73.94556,Outdoor,Brooklyn
216,BK,Limited Free,Cablevision,40.57798,-73.94355,Outdoor,Brooklyn
217,BK,Limited Free,Cablevision,40.57696,-73.94359,Outdoor,Brooklyn
218,BK,Limited Free,Cablevision,40.57687,-73.94459,Outdoor,Brooklyn
219,BK,Limited Free,Cablevision,40.57817,-73.94182,Outdoor,Brooklyn
220,BK,Limited Free,Cablevision,40.57829,-73.94091,Outdoor,Brooklyn
221,BK,Limited Free,Cablevision,40.57843,-73.93907,Outdoor,Brooklyn
222,BK,Limited Free,Cablevision,40.57838,-73.93992,Outdoor,Brooklyn
223,BK,Limited Free,Cablevision,40.57811,-73.94273,Outdoor,Brooklyn
224,BK,Limited Free,Cablevision,40.57787,-73.9446,Outdoor,Brooklyn
225,BK,Limited Free,Cablevision,40.57622,-73.94552,Outdoor,Brooklyn
226,BK,Limited Free,Cablevision,40.5761,-73.94698,Outdoor,Brooklyn
227,BK,Limited Free,Cablevision,40.57696,-73.94359,Outdoor,Brooklyn
228,BK,Limited Free,Cablevision,40.57696,-73.94359,Outdoor,Brooklyn
229,BK,Limited Free,Cablevision,40.57687,-73.94459,Outdoor,Brooklyn
230,BK,Limited Free,Cablevision,40.70254,-73.923816,Outdoor,Bronx
231,BK,Limited Free,Cablevision,40.703041,-73.923628,Outdoor,Bronx
232,MN,Free,Chelsea,40.7431196183,-74.0083050731,Outdoor,New York
233,MN,Free,Chelsea,40.7415832891,-74.0047109131,Outdoor,New York
234,MN,Free,Chelsea,40.7410467844,-74.001803398,Outdoor,New York
235,MN,Free,Chelsea,40.7436317201,-74.0059179066,Outdoor,New York
237,MN,Free,Harlem,40.810014,-73.937553,Outdoor,New York
238,MN,Free,Harlem,40.795988,-73.947426,Outdoor,New York
239,MN,Free,Harlem,40.808227,-73.952457,Outdoor,New York
240,MN,Free,Harlem,40.807543,-73.952793,Outdoor,New York
241,MN,Free,Harlem,40.811042,-73.941404,Outdoor,New York
242,MN,Free,Harlem,40.798959,-73.952396,Outdoor,New York
243,MN,Free,Harlem,40.805097,-73.947042,Outdoor,New York
244,MN,Free,Harlem,40.80409,-73.948564,Outdoor,New York
245,MN,Free,Harlem,40.809888,-73.939012,Outdoor,New York
246,MN,Free,Harlem,40.808338,-73.948989,Outdoor,New York
247,MN,Free,Harlem,40.814105,-73.940443,Outdoor,New York
248,MN,Free,Harlem,40.815132,-73.939685,Outdoor,New York
249,MN,Free,Harlem,40.814563,-73.94003,Outdoor,New York
250,MN,Free,Harlem,40.797467,-73.950717,Outdoor,New York
251,MN,Free,Harlem,40.799703,-73.950994,Outdoor,New York
252,MN,Free,Harlem,40.799435,-73.950994,Outdoor,New York
253,MN,Free,Harlem,40.803786,-73.946159,Outdoor,New York
254,BK,Free,Downtown Brooklyn,40.69186,-73.988721,Outdoor,Brooklyn
255,BK,Free,Downtown Brooklyn,40.691677,-73.988841,Outdoor,Brooklyn
256,BK,Free,Downtown Brooklyn,40.691569,-73.988711,Outdoor,Brooklyn
257,BK,Free,Downtown Brooklyn,40.690137,-73.983226,Outdoor,Brooklyn
258,BK,Free,Downtown Brooklyn,40.690072,-73.982325,Outdoor,Brooklyn
3521,MN,Free,Transit Wireless,40.779492,-73.955589,Subway Station,New York
3522,BX,Free,Transit Wireless,40.810476,-73.926138,Subway Station,Bronx
3523,BX,Free,Transit Wireless,40.813224,-73.929849,Subway Station,Bronx
3524,BX,Free,Transit Wireless,40.81841,-73.926718,Subway Station,Bronx
263,BK,Free,Downtown Brooklyn,40.690233,-73.981328,Outdoor,Brooklyn
264,BK,Free,Downtown Brooklyn,40.689967,-73.981214,Outdoor,Brooklyn
265,BK,Free,Downtown Brooklyn,40.689989,-73.980928,Outdoor,Brooklyn
266,BK,Free,Downtown Brooklyn,40.690622,-73.981414,Outdoor,Brooklyn
267,BK,Free,Downtown Brooklyn,40.690883,-73.989635,Outdoor,Brooklyn
268,BK,Free,Downtown Brooklyn,40.690883,-73.989635,Outdoor,Brooklyn
269,BK,Free,Downtown Brooklyn,40.690883,-73.989635,Outdoor,Brooklyn
270,BK,Free,Downtown Brooklyn,40.690883,-73.989635,Outdoor,Brooklyn
271,BK,Free,Downtown Brooklyn,40.690883,-73.989635,Outdoor,Brooklyn
3525,BX,Free,Transit Wireless,40.818375,-73.927351,Subway Station,Bronx
3526,MN,Free,Transit Wireless,40.737826,-74.000201,Subway Station,New York
3527,MN,Free,Transit Wireless,40.740893,-74.00169,Subway Station,New York
3528,MN,Free,Transit Wireless,40.737335,-73.996786,Subway Station,New York
3529,MN,Free,Transit Wireless,40.738228,-73.996209,Subway Station,New York
