"lon","lat"
-74.0023773,40.7120557
-74.0074645,40.7134194
-74.0053002,40.7138631
-73.9912467,40.7246413
-76.3539416,42.9586301
-74.009407,40.7088048
-74.1756347,40.7295039
-74.0272034,40.7793086
-73.9941202,40.7105627
-74.2098308,40.7615261
-74.2652542,40.5063653
-74.0067282,40.7087737
-74.007819,40.7129838
-73.9157649,40.6979
